0.259935		0.986068
0.00887104		
8.32E-06		
0.0146447		
0.00088344		
0.0686789		
0.448701		
0.0109334		
0.0100811		
0.234336		
0.234482		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.212608		
0.431174		
0.0599574		
0.00171456		
0.0083848		
0.0947932		
0.310741		
0.317747		
0.00818024		
0.00673568		
0.0117936		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.002072		
0.00609888		
0.00804368		
0.010725		
0.127386		
0.151772		
0.0189176		
7.97E-05		
0		
0.00018752		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.00355824		
0.00515696		
0.213096		
0.0217563		
0.216734		
0.0224188		
0.0377375		
0.512391		
0.125461		
0.367851		
0.157509		
0.278199		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.230088		
0.120359		
0.0062576		
0.158935		
0.0672725		
0.0193182		
0.0298433		
0.00488168		
0.0588122		
0.476298		
0.433442		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.00503648		
0.00485176		
0.155076		
0.00066176		
2.94E-05		
0.327254		
0.208299		
0.0192362		
0.00954608		
0.00490352		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.00306488		
0.266606		
0.162924		
0.0108353		
0.00763		
0.182857		
0.623481		
0.0593394		
0.0120639		
0.0713366		
0.00566976		
0.0100464		
0.00011616		
0		
0		
0		
0.00011616		
0		
0		
0		
0		
0		
0		
0		
0.00120232		
0.0340902		
0.0012928		
0.000408		
0.0235584		
0.018429		
0.0385282		
0.0070464		
0.238578		
0.775745		
0.851477		
0.622514		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.00336576		
0.00943104		
0.25586		
0.320229		
0.33941		
0.0987994		
0.0185922		
0.337684		
0.390235		
0.0001072		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.00675232		
0.00824224		
0.0001584		
0.0110646		
0.0206047		
0.00024128		
0.00193488		
3.36E-05		
6.27E-05		
0.0153552		
0.00485472		
0.00086944		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.0760578		
0.142365		
0		
0.308619		
0.440913		
0.311183		
0.206751		
0.0144359		
0.5867		
0.34863		
0		
1.23E-05		
0		
0.00011616		
0		
0		
0		
0		
0		
1.23E-05		
0		
0.00011616		
0		
0		
0.205422		
0.0998292		
0.00215048		
0.169394		
0.147736		
0.621953		
0.177256		
0.0021284		
0.0228533		
0.0158288		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.159107		
0.00171424		
0.076724		
0.00047968		
0.799425		
0.449888		
0.634028		
0.510505		
0.120475		
0.546004		
0.364479		
0.190185		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.00201408		
0.0513414		
0.00545472		
0.00733008		
0.143933		
0.022727		
0.00134864		
0.0808827		
0.0030112		
0.110255		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.00113448		
7.97E-05		
0.00146856		
0.0449459		
0.176407		
0.0529484		
0.0460115		
0.111608		
0.0487241		
0.0112151		
0.0149053		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.10891		
0.316884		
0.164751		
0.10061		
0.339727		
0.752372		
0.77119		
0.386382		
0.319263		
0.986068		
0.0661369		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.152088		
0		
0.00590752		
0		
0.00323072		
0.00414192		
0.128801		
0.527898		
2.56E-05		
0.00270072		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.00149792		
0.0111378		
0.209968		
0.0131725		
0.0003684		
0.31396		
0.195455		
4.58E-05		
0.00395616		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0		
0.00351648		
